"","MSZoning","Utilities","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","ExterQual","ExterCond","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageArea","GarageQual","GarageCond","OpenPorchSF","PoolArea","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logPrice"
"391",4,1,6,1,2,7,5,2006,1,1,1,2,1293,1,1,1,1,1301,2,1,1,5,1,1,3,572,1,1,121,0,1,8,2006,2,3,187750,12.1428665696264
"392",5,1,12,4,5,7,5,1998,2,1,1,1,723,1,1,1,1,767,1,1,2,4,1,0,1,367,1,1,40,0,1,6,2007,1,1,133000,11.7981044072039
"395",1,1,12,1,2,5,5,1964,2,1,2,1,912,1,3,1,1,912,2,1,2,5,1,0,1,288,1,1,0,0,1,11,2006,1,2,115000,11.6526874073454
"397",1,1,12,1,2,5,6,1968,2,1,2,1,1056,1,1,1,1,1056,3,1,2,6,1,1,4,304,1,1,85,0,1,7,2010,1,1,142000,11.8635823365834
"398",2,1,15,4,2,5,7,1976,2,1,1,1,1040,1,3,1,1,1060,3,1,2,6,1,1,2,572,1,1,110,0,1,6,2007,1,1,129900,11.7745202026587
"405",5,1,24,1,1,6,8,1925,2,1,2,1,672,1,3,2,1,1482,4,1,4,7,1,0,1,400,1,1,0,0,1,3,2008,1,1,140000,11.8493977015914
"407",1,1,1,1,1,7,5,2000,1,1,1,1,992,1,1,1,1,1865,3,1,1,7,1,1,2,839,1,1,184,0,1,6,2008,1,1,235000,12.3673407931263
"409",1,1,8,1,3,5,7,1916,2,1,5,1,660,1,1,1,1,1656,3,1,2,8,4,0,1,180,2,2,0,0,2,8,2009,1,1,135000,11.8130300574206
"411",1,1,1,1,1,7,5,1998,1,1,1,1,1153,1,1,1,1,2031,3,1,1,8,1,1,2,541,1,1,84,0,1,7,2008,1,1,222500,12.3126823805884
"413",1,1,12,3,2,4,5,1962,2,1,4,3,0,1,3,1,1,1224,2,2,2,6,1,0,1,462,1,1,0,0,1,3,2007,1,1,101800,11.5307653830986
"416",1,1,7,1,1,7,6,1973,2,1,1,1,1107,1,1,1,1,2090,3,1,2,7,1,2,2,484,1,1,204,0,1,11,2009,1,1,200000,12.2060726455302
"419",1,1,19,1,1,9,5,2005,1,1,1,2,1122,1,1,1,1,2504,4,1,3,11,1,1,3,656,1,1,39,0,1,6,2008,1,1,325000,12.6915804613119
"421",1,1,18,1,1,7,5,1999,1,1,1,1,975,1,1,1,1,2291,4,1,1,8,1,1,2,429,1,1,0,0,1,2,2006,1,1,230000,12.3458345879053
"422",1,1,1,1,1,7,5,2004,1,1,1,1,860,1,1,1,1,1720,3,1,1,7,1,0,1,565,1,1,70,0,1,8,2006,1,1,196500,12.1884177102915
"423",1,1,16,1,2,4,5,1954,2,1,2,1,894,1,1,1,1,894,3,1,2,5,1,0,1,400,1,1,0,0,1,5,2007,1,2,110000,11.6082356447746
"424",1,1,7,1,2,7,7,1968,2,1,2,1,1568,1,3,1,1,2156,3,1,2,9,1,1,3,508,3,1,80,0,1,6,2006,1,1,262500,12.4780063610138
"428",1,1,4,1,1,7,5,1998,1,1,1,1,1195,1,2,1,1,1839,4,1,2,7,1,0,1,486,1,1,81,0,1,6,2010,1,1,221000,12.3059179804999
"430",1,1,18,1,1,7,5,1998,2,1,1,1,935,1,2,1,1,1632,3,1,2,8,1,1,2,462,1,1,28,0,1,6,2006,1,1,176500,12.0810761553555
"433",1,1,1,1,2,8,5,2001,1,1,1,1,1753,1,1,1,1,1787,3,1,1,7,1,1,2,748,1,1,150,0,1,8,2006,1,1,275000,12.5245263766487
"434",1,1,24,1,1,7,9,1936,1,2,1,2,560,1,1,1,1,1135,3,1,1,6,1,0,1,576,1,1,0,0,2,4,2009,1,1,155000,11.9511803959014
"436",2,1,9,1,1,6,8,1920,2,1,5,4,611,1,1,1,1,1362,3,1,2,6,1,0,1,502,1,2,0,0,1,6,2008,1,1,128000,11.7597855429018
"441",1,1,12,1,2,6,6,1962,2,1,2,1,1116,1,3,1,1,1116,3,1,2,5,1,0,1,440,1,1,0,0,1,2,2010,1,1,160000,11.982929094216
"442",1,1,13,1,1,7,5,1993,1,1,1,1,1050,1,1,1,1,1949,3,1,1,8,1,1,2,574,1,1,90,0,4,6,2010,1,1,236000,12.3715870840077
"445",2,1,9,1,3,5,7,1930,2,1,2,1,1078,1,3,1,1,1573,3,1,2,8,1,1,3,360,1,1,0,0,1,6,2008,1,1,162900,12.0008917945901
"446",1,1,21,5,1,6,6,1976,2,1,1,1,855,1,3,1,1,1456,3,1,2,7,1,1,2,440,1,1,0,0,1,7,2009,1,1,148500,11.9083402372249
"448",1,1,13,1,2,7,5,1990,1,1,1,1,910,1,2,1,1,1442,3,1,1,6,1,1,2,719,1,1,244,0,1,5,2007,1,1,179900,12.1001564199386
"449",4,1,6,1,1,7,5,1997,1,1,1,1,975,1,1,1,1,1950,3,1,1,7,1,1,2,576,1,1,10,0,1,6,2007,1,1,239000,12.3842188309136
"455",1,1,1,1,1,6,5,1997,2,1,1,1,928,1,1,1,1,1764,3,1,1,7,1,0,1,470,1,1,99,0,2,8,2009,1,1,231500,12.3523351525084
"458",1,1,3,1,2,5,6,1913,2,1,2,1,440,1,3,2,1,694,2,1,1,4,1,1,3,352,3,1,0,0,2,3,2007,1,1,90350,11.4114462960204
"459",1,1,3,1,1,6,6,1918,2,1,1,1,1370,2,3,2,3,2624,4,1,2,10,1,1,3,864,1,1,0,0,1,11,2007,1,1,239000,12.3842188309136
"461",1,1,19,1,2,8,6,2007,1,1,1,1,1419,1,1,1,1,1419,2,1,1,7,1,1,3,567,1,1,0,0,1,10,2007,2,3,392000,12.8790171187726
"462",4,1,6,1,1,7,6,2007,1,1,1,1,874,1,1,1,1,1761,3,1,1,7,1,0,1,578,1,1,105,0,1,8,2007,2,3,227875,12.336552511981
"464",1,1,18,1,1,7,5,1999,1,1,1,1,992,1,1,1,1,2060,3,1,1,8,1,1,2,390,1,1,0,0,4,6,2009,1,1,214000,12.273731294004
"471",1,1,18,1,2,7,5,2007,1,1,1,1,1340,1,1,1,1,1340,3,1,1,6,1,0,1,396,1,1,30,0,1,8,2007,2,3,181134,12.1069923678295
"472",2,1,8,1,8,7,9,1880,2,1,2,1,1470,1,1,1,1,3493,3,1,1,10,1,1,5,870,1,1,0,0,1,5,2008,1,1,295000,12.594730635322
"474",1,1,12,1,5,5,5,1967,2,1,2,1,864,1,3,1,1,900,3,1,2,6,1,1,6,288,1,1,144,0,5,12,2006,1,1,123000,11.7199396343546
"481",3,1,14,1,2,5,5,1952,4,1,2,1,540,1,3,2,3,1044,2,1,4,4,1,0,1,504,1,1,0,0,1,6,2010,1,5,55993,10.9329819619041
"484",1,1,17,1,6,7,5,2003,1,1,3,1,868,1,1,1,1,1146,3,1,1,6,1,1,3,438,1,1,22,0,1,5,2007,1,1,187500,12.1415341243926
"485",1,1,1,1,2,5,5,1972,2,1,2,1,882,1,3,1,1,882,3,1,2,5,1,0,1,461,1,1,0,0,2,3,2007,1,1,112500,11.6307085006266
"490",1,1,16,1,2,5,7,1955,2,1,2,1,864,1,3,1,1,864,2,1,2,5,1,0,1,572,1,1,0,0,1,4,2006,1,1,115000,11.6526874073454
"492",4,1,6,1,1,8,5,2005,1,1,1,1,1082,1,1,1,1,1953,3,1,1,9,1,1,3,1043,1,1,50,0,1,5,2009,1,1,252000,12.4371843664936
"495",1,1,7,3,2,5,6,1976,2,1,2,1,1680,1,4,1,1,1680,4,2,2,8,1,0,1,528,1,1,0,0,1,6,2007,1,1,136905,11.8270425336191
"497",1,1,1,1,1,8,5,2006,1,1,1,1,1079,1,1,1,1,1919,3,1,1,8,1,1,3,685,3,1,51,0,1,7,2006,2,3,233230,12.3597803701244
"498",1,1,11,1,1,9,5,2008,3,1,3,1,1452,1,1,1,1,2713,3,1,3,11,1,1,3,858,1,1,66,0,1,11,2008,2,3,446261,13.0086592616321
"500",1,1,12,1,1,6,6,1964,2,1,2,1,816,1,3,1,1,1977,4,1,2,9,1,1,2,540,1,1,52,0,4,6,2007,1,1,165000,12.0137007528827
"504",1,1,5,1,6,6,6,1977,2,1,2,1,1096,1,3,1,1,1118,3,1,2,6,1,1,6,358,1,1,0,576,4,7,2008,1,1,171000,12.0494188354848
"508",1,1,5,1,2,5,5,1983,2,1,1,1,864,1,3,1,1,902,2,1,2,5,1,0,1,484,1,1,0,0,2,6,2006,1,1,131000,11.7829526021833
"509",1,1,11,4,2,9,5,2005,3,1,3,1,1752,1,1,1,1,1752,2,1,3,6,1,1,3,576,1,1,82,0,1,2,2010,1,1,319900,12.6757637259376
"510",1,1,10,1,2,5,5,1962,2,1,2,1,1092,1,3,1,1,1092,3,1,2,6,1,1,6,288,1,1,20,0,1,9,2009,1,1,139000,11.8422292121128
"512",2,1,8,1,2,5,6,1923,1,1,2,1,968,1,3,1,1,968,2,1,2,5,1,0,1,480,2,1,0,0,1,7,2007,1,1,100000,11.5129254649702
"513",1,1,9,1,2,4,7,1923,2,1,1,1,440,1,3,1,3,869,2,1,4,4,1,0,1,0,4,3,0,0,1,8,2006,1,1,85500,11.3562716549249
"523",1,1,12,1,2,6,5,1948,2,1,2,4,1082,1,3,1,1,1082,2,1,2,5,1,1,3,240,1,1,130,0,1,11,2007,1,1,119200,11.6885580336134
"529",1,1,11,1,2,10,5,2007,3,1,3,1,2078,1,1,1,1,2084,2,1,3,7,1,1,3,1220,1,1,45,0,1,6,2008,2,3,385000,12.8609986132699
"530",1,1,3,1,2,5,6,1977,2,1,1,1,1430,1,1,1,1,1647,3,1,1,7,1,1,2,621,1,1,0,0,1,3,2006,1,1,217500,12.2899541295109
"532",1,1,1,1,2,9,5,2007,1,1,3,1,1800,1,1,1,1,1800,2,1,3,7,1,0,1,702,1,1,136,0,1,5,2009,1,1,239000,12.3842188309136
"533",1,1,7,1,1,6,5,1971,2,1,2,1,825,1,2,1,1,1993,4,1,2,8,1,1,3,495,1,1,66,0,3,6,2006,1,1,190000,12.1547793511426
"534",4,1,6,1,2,7,5,2004,1,1,1,1,1221,1,1,1,1,1221,2,1,1,6,1,0,1,400,1,1,113,0,1,10,2009,1,1,185000,12.1281111040605
"535",1,1,1,1,1,7,5,2001,1,1,1,1,944,1,1,1,1,1840,3,1,1,6,1,0,1,622,1,1,45,0,1,6,2009,1,1,230000,12.3458345879053
"538",1,1,16,1,2,1,1,1922,4,3,5,5,683,1,2,2,3,904,1,1,4,4,3,0,1,0,4,3,0,0,1,3,2009,1,1,61000,11.0186291431554
"540",1,1,10,1,6,5,6,1966,2,1,2,1,1164,1,1,1,1,1320,3,1,2,6,1,2,4,564,1,1,68,0,1,5,2006,1,2,164500,12.0106658491876
"543",1,1,21,4,2,6,5,1977,2,1,1,1,1069,1,3,1,1,1069,2,1,2,4,1,1,4,440,1,1,55,0,1,7,2010,1,1,127500,11.7558716435806
"544",1,1,12,1,6,6,8,1958,2,2,2,1,588,1,1,1,1,1138,3,1,2,6,1,0,1,264,1,1,0,0,5,6,2007,1,1,145000,11.8844890214027
"545",3,1,14,1,3,4,7,1900,2,1,2,1,859,1,2,1,1,1178,2,1,2,7,1,0,1,384,1,1,0,0,1,1,2010,1,2,102776,11.5403071417114
"546",1,1,1,1,1,7,5,2004,1,1,1,1,864,1,1,1,1,1728,3,1,1,7,1,0,1,572,1,1,56,0,1,4,2009,1,1,190000,12.1547793511426
"548",4,1,6,1,1,7,5,2005,1,1,1,1,866,1,2,1,1,1768,3,1,1,7,1,0,1,603,1,1,108,0,1,2,2008,1,1,226700,12.3313828364956
"550",1,1,12,1,2,5,7,1958,2,1,2,1,1008,1,3,1,3,1053,3,1,3,6,1,0,1,750,1,1,80,0,5,7,2006,1,2,150000,11.9183905730784
"551",1,1,12,1,2,5,5,1954,2,1,2,1,1056,1,3,1,1,1063,3,1,2,6,1,0,1,280,1,1,0,0,2,2,2010,1,1,128000,11.7597855429018
"552",1,1,11,1,2,8,5,2004,1,1,3,1,1713,1,1,1,1,1713,3,1,3,7,1,1,3,856,1,1,26,0,1,1,2009,1,1,274900,12.5241626741533
"553",1,1,8,1,2,5,6,1921,2,1,2,1,1073,1,1,1,1,1073,2,1,2,4,1,0,1,326,1,1,0,0,1,12,2006,1,2,108480,11.5943211031742
"557",1,1,5,3,5,6,5,1977,2,1,1,1,975,1,3,1,1,1004,2,1,2,4,1,0,1,504,1,1,0,0,1,5,2006,1,1,135000,11.8130300574206
"558",1,1,12,1,2,4,7,1956,2,1,2,1,952,1,1,1,3,952,2,1,2,4,1,0,1,283,1,1,0,0,1,4,2008,1,1,135750,11.8185702377962
"559",4,1,6,4,1,7,5,2007,1,1,1,1,689,1,1,1,1,1392,2,1,1,5,1,0,1,540,1,1,102,0,1,2,2008,1,2,146000,11.8913619006905
"565",1,1,12,1,2,5,5,1968,2,1,2,1,1052,1,2,1,1,1052,3,1,2,5,1,0,1,288,1,1,0,0,3,11,2006,1,1,138500,11.8386256046095
"566",1,1,11,1,1,8,5,2005,1,1,1,1,1058,1,1,1,1,1904,3,1,3,8,1,1,3,736,1,1,60,0,1,6,2006,1,1,275000,12.5245263766487
"570",3,1,14,1,1,4,4,1920,2,3,2,1,649,1,3,2,1,1317,3,1,2,6,1,0,1,250,1,2,54,0,2,7,2008,1,1,40000,10.5966347330961
"571",1,1,11,1,1,9,5,2003,1,1,3,1,1572,1,1,1,1,2668,3,1,3,10,1,2,3,726,1,1,0,0,1,3,2008,1,1,412500,12.9299914847569
"577",1,1,20,1,1,7,5,1996,1,1,3,1,1306,1,1,1,1,2260,3,1,1,7,1,0,1,533,1,1,44,0,1,4,2010,1,1,328000,12.7007688873663
"583",1,1,3,1,1,7,9,1926,1,1,1,1,1276,1,1,1,1,2080,3,1,1,9,1,2,3,282,1,1,0,0,2,6,2009,1,1,234000,12.3630763943398
"585",4,1,6,1,2,7,5,2009,3,1,3,1,1470,1,1,1,1,1478,2,1,1,7,1,1,3,484,1,1,144,0,1,6,2010,2,3,222000,12.3104326608544
"588",1,1,13,1,5,5,7,1983,2,1,1,1,840,1,2,1,1,884,2,1,1,5,1,0,1,504,1,4,0,0,2,12,2007,1,1,144000,11.8775685785581
"589",1,1,20,1,1,7,7,1940,2,2,2,1,1032,1,1,1,1,2403,4,1,2,10,1,2,2,349,1,1,0,0,1,6,2010,3,1,244400,12.4065615062796
"593",5,1,16,1,2,3,6,1931,2,1,2,1,544,1,1,1,1,774,3,1,1,6,1,0,1,0,4,3,0,0,1,5,2007,1,1,79000,11.2772031314492
"601",1,1,1,1,2,8,5,2007,1,1,3,1,1705,1,1,1,1,1718,3,1,1,7,1,1,3,826,1,1,44,0,1,9,2009,1,1,297000,12.6014874177848
"602",1,1,16,2,2,5,5,1950,2,1,2,1,1164,2,3,2,1,1164,3,1,2,5,1,0,1,240,1,1,48,0,1,8,2008,4,1,125000,11.7360690162844
"604",1,1,11,1,2,8,5,2007,1,1,1,1,1566,1,1,1,1,1600,3,1,1,7,1,1,3,890,1,1,56,0,1,7,2009,1,1,256300,12.4541039123522
"605",1,1,5,1,5,6,6,1978,2,1,1,1,888,1,1,1,1,912,2,1,2,5,1,1,2,470,1,1,0,0,2,6,2007,1,1,156000,11.9576112862317
"607",1,1,11,1,2,8,5,2007,1,1,3,1,1704,1,1,1,1,1704,3,1,1,7,1,1,3,772,1,1,50,0,1,5,2010,1,1,306000,12.6313403809345
"610",1,1,18,1,1,7,5,1999,2,1,2,1,994,1,2,1,1,1804,3,1,1,7,1,1,2,442,1,1,60,0,1,6,2010,1,1,189000,12.1495022940418
"611",1,1,1,1,2,5,5,1996,2,2,1,1,1040,1,2,1,1,1040,3,1,1,6,1,0,1,576,1,1,0,0,4,11,2009,1,1,152000,11.9316357998284
"617",2,1,14,3,2,5,5,1963,4,1,1,1,816,1,3,2,1,816,2,1,2,5,1,0,1,516,1,1,0,0,1,5,2010,1,1,110000,11.6082356447746
"618",2,1,8,1,3,5,5,1954,2,1,2,1,1050,1,1,2,2,1795,4,1,2,7,1,0,1,352,2,1,0,0,1,11,2008,1,1,131500,11.7867621306
"619",1,1,17,1,2,6,6,1987,2,1,1,2,1112,1,2,1,1,1137,2,1,1,5,1,1,2,551,1,1,0,0,1,7,2006,1,1,176000,12.0782392740203
"621",1,1,1,1,1,8,5,2002,1,1,1,1,1128,1,1,1,1,2031,3,1,1,7,1,1,3,577,1,1,211,0,1,3,2008,1,1,237000,12.3758154201173
"623",1,1,9,2,4,5,6,1939,2,1,2,1,991,1,1,1,1,1077,2,2,2,5,1,2,2,205,3,1,4,0,1,1,2008,1,1,118000,11.6784399034478
"625",2,1,8,1,2,4,7,1937,2,1,5,1,907,1,3,1,1,1131,2,1,2,7,1,0,1,672,1,1,72,0,2,3,2007,1,5,89471,11.40166982941
"628",1,1,9,1,1,5,6,1923,2,1,2,1,1324,1,1,1,1,1576,3,1,1,6,1,1,2,528,1,1,312,0,1,5,2009,1,1,223500,12.3171666930358
"630",1,1,4,1,1,8,5,1998,1,1,1,1,1086,1,1,1,1,1924,3,1,1,7,1,1,2,592,1,1,75,0,1,6,2006,1,1,280000,12.5425448821514
"631",1,1,12,1,3,5,6,1945,2,1,2,1,913,1,3,1,3,1558,3,1,2,6,1,1,2,288,1,1,0,0,1,4,2008,1,1,140000,11.8493977015914
"632",2,1,8,1,1,7,7,1920,2,1,5,1,596,1,1,1,1,1762,4,1,1,8,1,0,1,576,1,1,0,0,1,10,2006,1,1,157000,11.9640010843304
"637",1,1,9,1,2,6,7,1918,2,2,2,2,816,1,1,1,1,838,2,1,4,5,1,0,1,275,1,1,0,0,5,5,2008,1,1,130000,11.7752897294377
"638",1,1,11,1,1,9,5,2005,3,1,3,1,1175,1,1,1,1,2324,4,1,3,11,1,2,3,736,1,1,21,0,1,7,2006,2,3,345000,12.7512996960135
"642",2,1,1,4,2,6,5,2004,1,1,1,1,848,1,1,1,1,848,1,1,1,3,1,1,3,420,1,1,0,0,1,5,2006,1,1,155900,11.9569700550459
"643",2,1,14,1,4,5,6,1941,2,1,2,1,720,1,5,2,2,803,2,1,2,5,1,0,1,360,1,1,0,0,1,12,2007,1,1,87000,11.3736633976367
"644",2,1,14,1,2,4,7,1916,2,1,2,1,1196,1,1,1,3,1196,2,1,2,5,1,0,1,440,1,1,0,0,1,7,2007,1,1,109900,11.6073261403917
"645",2,1,23,5,1,6,5,1972,2,1,2,1,483,1,3,1,1,987,2,1,2,5,1,1,6,288,1,1,0,0,1,6,2006,1,1,94500,11.4563551134818
"648",1,1,21,4,1,6,5,1974,2,1,2,1,855,1,3,1,1,1322,3,1,2,6,1,1,4,440,1,1,0,0,1,6,2009,1,1,147000,11.8981878657609
"650",2,1,14,1,2,3,4,1922,2,1,2,4,1007,1,4,2,1,1077,3,1,2,6,1,1,3,210,1,2,100,0,1,5,2006,1,1,91000,11.418614785499
"651",1,1,1,1,6,6,6,1978,2,1,1,2,940,1,3,1,1,1026,3,1,2,5,1,0,1,576,1,2,0,0,2,10,2008,1,1,147000,11.8981878657609
"652",1,1,19,1,1,10,5,2006,3,1,3,1,1410,1,1,1,1,2945,3,1,1,10,1,1,3,641,1,1,0,0,1,10,2006,2,3,438780,12.9917534274931
"654",1,1,16,3,2,4,5,1955,2,1,4,3,0,1,3,2,4,1152,2,2,4,6,1,0,1,0,4,3,0,0,1,6,2008,1,4,82000,11.3144745262464
"655",1,1,4,1,1,8,7,1993,1,2,1,2,1338,1,1,1,1,2520,5,1,1,10,1,1,2,796,1,1,55,0,1,11,2006,1,2,310000,12.6443275764613
"656",1,1,11,1,1,10,5,2007,3,1,3,1,1682,1,1,1,1,2332,3,1,3,9,1,1,5,846,1,1,134,0,1,8,2008,2,3,426000,12.9621946252515
"661",1,1,3,1,4,5,5,1926,2,1,2,1,768,3,4,2,1,789,2,1,2,5,1,0,1,200,6,5,0,0,2,6,2007,1,1,96500,11.4772982873271
"665",2,1,25,4,1,6,6,1980,2,1,1,1,561,1,3,1,1,1229,2,1,2,5,1,1,2,462,1,1,0,0,4,5,2009,1,1,124000,11.7280368445872
"671",2,1,1,4,2,6,5,2004,1,1,1,1,848,1,1,1,1,848,1,1,1,4,1,1,3,420,1,1,0,0,1,6,2008,4,1,144500,11.8810347865346
"673",1,1,10,1,6,5,6,1963,2,1,1,1,520,1,1,1,1,1464,3,1,2,6,4,1,2,480,1,1,0,0,1,10,2009,1,1,175000,12.0725412529057
"675",1,1,17,1,2,8,5,2002,1,1,1,1,1616,1,1,1,1,1629,3,1,1,9,1,1,3,808,1,1,252,0,1,11,2007,1,1,270000,12.5061772379805
"680",1,1,12,1,2,6,5,1963,2,1,1,1,1394,1,2,1,1,1394,3,1,2,6,1,2,3,514,1,1,76,0,1,7,2009,1,1,159000,11.9766594812024
"684",1,1,12,2,6,6,5,1958,2,3,2,1,588,1,3,1,1,1095,2,1,2,6,1,0,1,264,1,1,0,0,1,3,2006,4,1,140000,11.8493977015914
"685",1,1,11,5,1,7,5,2003,1,1,1,1,764,1,1,1,1,1626,2,1,1,6,1,0,1,474,1,1,27,0,1,7,2009,1,1,173000,12.0610468734799
"686",2,1,8,2,1,5,5,1900,2,1,2,1,662,1,3,2,1,2337,5,2,2,10,4,0,1,560,1,1,57,0,1,9,2007,1,1,90000,11.4075649493124
"692",2,1,8,1,1,8,7,1925,2,2,2,1,588,1,4,1,1,1666,3,1,1,7,1,1,3,228,1,1,63,0,2,6,2008,1,1,161000,11.9891596439666
"693",1,1,18,1,1,6,5,2005,1,1,1,1,742,1,1,1,1,1484,3,1,1,8,1,1,3,390,1,1,24,0,1,6,2009,1,1,174000,12.0668105781967
"694",2,1,14,1,4,7,7,1930,2,1,2,1,637,1,1,1,2,1108,3,1,1,6,1,1,3,280,1,1,0,0,4,6,2007,1,1,139400,11.8451027773086
"697",4,1,6,1,1,7,5,2009,2,1,1,1,900,1,1,1,1,1852,3,1,1,7,1,1,2,644,1,1,108,0,1,7,2009,2,3,252678,12.4398712298317
"703",1,1,10,1,2,5,6,1963,2,1,2,1,970,1,3,1,1,970,2,1,2,5,1,0,1,624,1,1,24,0,1,7,2007,1,1,132500,11.7943379244084
"704",1,1,16,1,2,5,5,1954,2,1,4,3,0,1,2,1,1,1124,3,1,2,5,4,1,3,0,4,3,36,0,1,4,2006,1,1,93000,11.4403547721354
"705",1,1,1,1,2,7,5,2006,1,1,1,1,1494,1,1,1,1,1494,3,1,1,7,1,1,3,840,1,1,33,0,1,8,2007,2,3,279500,12.5407575715773
"709",1,1,12,1,2,4,6,1971,2,1,2,1,864,1,2,1,1,864,2,1,2,4,1,0,1,576,1,1,0,0,1,3,2009,1,2,97000,11.4824662574855
"711",1,1,22,4,2,7,5,2006,1,1,3,1,1258,1,1,1,1,1402,2,1,1,7,1,1,3,648,1,1,16,0,1,2,2007,2,3,194201,12.1766489841567
"712",1,1,2,1,2,6,6,1977,1,1,1,1,1208,1,3,1,1,1208,3,1,2,6,1,1,2,546,1,1,42,0,1,6,2006,1,1,165000,12.0137007528827
"713",1,1,1,1,2,7,5,2002,1,1,1,1,1573,1,1,1,1,1573,3,1,1,6,1,0,1,544,1,1,72,0,1,3,2009,1,1,227000,12.3327052964635
"714",1,1,1,1,2,8,5,2008,1,1,3,1,1622,1,1,1,1,1630,3,1,3,8,1,1,3,860,1,1,42,0,1,1,2009,1,1,295493,12.5964004268844
"715",1,1,11,4,2,7,5,2005,1,1,1,1,1368,1,1,1,1,1368,2,1,1,6,1,1,3,474,1,1,35,0,1,3,2006,2,3,202665,12.2193096485622
"720",1,1,12,1,3,5,5,1947,2,1,2,1,832,1,3,1,1,1216,2,1,2,6,1,0,1,336,1,1,0,0,1,10,2008,3,2,118500,11.6826682395573
"721",1,1,18,1,1,6,5,2000,2,1,1,1,924,1,1,1,1,1690,3,1,2,7,1,1,2,463,1,1,48,0,1,11,2007,1,2,181000,12.106252310248
"726",1,1,18,1,1,7,5,1998,2,1,1,1,832,1,2,1,1,1718,3,1,2,7,1,1,2,427,1,1,94,0,1,12,2009,1,1,185000,12.1281111040605
"729",1,1,12,1,6,6,7,1966,2,1,2,1,1127,1,3,1,1,1165,3,1,2,6,1,0,1,490,3,4,129,0,4,5,2008,1,1,174900,12.0719696610067
"730",1,1,12,3,5,5,5,1979,2,1,1,1,943,1,3,1,1,943,2,1,2,4,1,2,2,600,1,1,0,0,1,12,2006,1,1,135960,11.8201160038101
"733",1,1,19,4,1,7,7,1987,1,2,1,2,1064,1,2,1,1,1767,2,1,1,5,1,1,2,504,3,1,35,0,1,6,2006,1,1,239000,12.3842188309136
"734",1,1,11,1,2,8,5,2008,3,1,3,1,1932,1,1,1,1,1932,2,1,3,7,1,1,3,774,1,1,66,0,1,11,2008,2,3,394617,12.8856709532443
"738",1,1,16,1,6,6,7,1959,2,1,2,1,1019,1,2,1,1,1357,2,1,3,5,1,1,3,312,1,1,0,0,4,5,2008,1,1,177000,12.083905011556
"740",1,1,1,1,2,7,5,1999,1,1,1,1,1468,1,1,1,1,1479,3,1,1,6,1,0,1,577,1,1,25,0,1,7,2008,1,1,191000,12.1600287070288
"743",2,1,8,1,1,7,8,1890,2,2,2,1,718,1,1,1,1,2554,3,1,2,8,1,0,1,704,1,1,48,0,1,7,2007,1,1,159500,11.979799201207
"745",1,1,10,1,2,5,5,1965,2,1,2,1,1040,1,1,1,1,1040,3,1,2,5,1,0,1,384,1,1,0,0,1,2,2008,1,1,129500,11.7714361601217
"746",1,1,16,1,2,6,7,1976,2,2,2,2,1143,1,3,1,1,1113,3,1,2,6,1,1,4,504,1,4,30,0,4,5,2007,1,1,148000,11.9049675527463
"750",1,1,16,1,2,4,6,1938,2,1,2,1,816,1,1,1,1,816,2,1,2,3,1,1,3,288,2,2,0,0,1,5,2009,1,1,100000,11.5129254649702
"752",1,1,7,1,1,7,7,1976,2,1,1,1,793,1,3,1,1,1935,3,1,2,7,1,1,2,550,1,1,113,0,1,11,2007,1,1,197900,12.1955171315907
"755",1,1,13,1,2,8,5,2005,1,1,1,2,1844,1,1,1,1,1844,2,1,1,7,1,1,3,620,1,1,44,0,1,9,2009,3,2,257000,12.4568313638774
"758",1,1,11,1,2,10,5,2003,3,1,3,1,2392,1,1,1,1,2392,3,1,3,8,1,1,5,968,1,1,105,0,1,6,2009,1,1,386250,12.8642401071941
"760",1,1,8,1,3,5,6,1940,2,1,2,1,735,1,2,1,3,1034,2,1,2,5,1,0,1,240,1,1,39,0,1,7,2007,1,1,109000,11.5991031612113
"761",1,1,16,1,3,6,8,1920,2,1,2,4,684,1,2,1,1,1196,3,1,1,7,1,0,1,528,1,1,46,0,4,8,2009,5,1,110000,11.6082356447746
"762",1,1,13,1,2,7,5,2004,2,1,1,1,1080,1,1,1,1,1080,3,1,1,6,1,0,1,0,4,3,0,0,1,4,2008,1,1,141000,11.8565151693603
"763",2,1,8,1,1,4,2,1900,2,1,2,4,1095,2,4,2,1,1774,4,2,2,8,4,0,1,779,2,2,0,0,1,5,2006,1,1,87000,11.3736633976367
"764",1,1,11,4,2,6,5,2005,1,1,1,1,1362,1,1,1,1,1362,2,1,1,6,1,1,3,460,1,1,28,0,1,6,2007,1,1,194700,12.1792151913603
"766",1,1,12,1,2,5,7,1951,2,1,2,1,900,1,3,1,1,900,3,1,1,5,1,0,1,576,1,1,32,0,1,5,2010,1,1,134800,11.8115474774603
"768",2,1,8,1,2,5,7,1955,2,2,2,1,825,1,3,1,1,825,2,1,2,4,1,0,1,720,1,1,50,0,2,6,2008,1,1,125000,11.7360690162844
