"","MSZoning","Utilities","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","ExterQual","ExterCond","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageArea","GarageQual","GarageCond","OpenPorchSF","PoolArea","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logPrice"
"333",2,1,8,1,2,4,7,1954,2,1,2,1,901,1,1,1,1,901,2,1,2,4,1,0,1,281,2,1,0,0,1,8,2008,1,1,107900,11.5889601512462
"499",1,1,3,1,2,6,7,1957,2,1,2,1,1477,1,1,1,1,1839,3,1,1,7,1,2,2,416,1,1,87,0,1,6,2007,1,1,257500,12.4587749990859
"612",5,1,13,3,2,5,5,1977,2,1,4,3,0,1,3,1,1,2020,4,2,2,10,1,2,2,630,1,1,0,0,1,10,2007,1,1,144000,11.8775685785581
"177",1,1,11,4,2,9,5,2007,3,1,3,1,1869,1,1,1,1,1869,2,1,3,6,1,1,3,617,1,1,54,0,1,12,2007,2,3,318061,12.6699984672658
"468",1,1,10,3,5,4,4,1969,2,1,1,1,1198,1,3,1,1,1258,0,2,2,6,1,0,1,400,2,1,0,0,1,1,2008,1,5,108959,11.5987269436613
"488",1,1,7,1,2,6,6,1981,2,2,1,1,1422,1,3,1,1,1422,3,1,1,7,1,1,2,576,1,1,0,0,4,6,2008,1,1,175500,12.0753943218881
"75",2,1,8,1,3,5,6,1941,2,1,2,1,676,1,1,1,1,1131,3,1,2,5,1,0,1,200,1,1,0,0,1,8,2009,1,2,66500,11.1049572266439
"81",1,1,16,1,6,6,7,1966,1,2,1,1,697,1,3,1,1,2201,4,1,1,8,1,1,3,432,3,4,236,738,4,8,2006,1,5,274970,12.5244172797888
"154",1,1,13,1,1,7,5,1990,2,1,1,1,1673,1,2,1,1,3222,5,1,1,11,1,2,2,594,1,1,0,0,1,5,2010,1,1,320000,12.6760762747759
"93",1,1,10,2,2,5,4,1965,2,1,2,1,1039,1,1,1,1,1039,3,1,2,6,1,0,1,504,1,1,0,0,1,4,2010,1,1,131500,11.7867621306
"475",1,1,1,1,2,7,5,2001,1,1,1,1,1413,1,1,1,1,1430,3,1,1,6,1,0,1,605,1,1,33,0,1,6,2009,1,1,187100,12.1393985122622
"347",1,1,8,1,2,5,8,1924,1,1,2,1,768,1,1,1,1,792,2,1,1,5,1,0,1,240,2,2,0,0,1,5,2009,1,1,109500,11.6036798282387
"251",4,1,6,1,2,8,5,2008,1,1,1,1,1566,1,1,1,1,1566,3,1,1,7,1,0,1,750,1,1,168,0,1,4,2010,1,1,262500,12.4780063610138
"778",1,1,1,1,1,7,5,2001,1,1,1,1,963,1,1,1,1,1792,3,1,1,7,1,1,2,564,1,1,96,0,1,5,2008,1,1,231500,12.3523351525084
"818",2,1,8,1,2,5,4,1910,2,1,2,1,1022,2,3,2,1,1022,2,1,2,4,6,0,1,280,1,1,30,0,1,6,2009,1,1,85000,11.3504065354725
"399",1,1,2,4,2,8,5,1996,1,1,1,1,1260,1,1,1,1,1288,1,1,3,4,1,2,3,500,1,1,30,0,1,12,2008,1,1,245500,12.4110522262167
"826",1,1,7,1,2,6,7,1981,1,2,1,1,1440,1,1,1,1,1440,3,1,1,7,1,1,2,467,1,1,0,0,1,4,2007,1,1,182900,12.116694834379
"361",2,1,8,1,2,5,5,1948,2,1,2,1,789,1,1,1,1,789,2,1,2,5,1,0,1,250,1,1,0,0,1,4,2008,1,3,115000,11.6526874073454
"470",1,1,16,1,2,6,5,1953,2,1,2,1,1094,1,1,1,1,1094,3,1,2,5,1,2,3,495,1,1,0,0,1,6,2008,1,1,155000,11.9511803959014
"19",1,1,18,1,1,7,5,1998,1,1,1,1,930,1,2,1,1,1886,4,1,1,10,1,1,2,431,1,1,0,0,1,7,2006,1,1,199900,12.2055725204885
"716",1,1,22,4,2,8,5,2006,1,1,1,2,1520,1,1,1,1,1567,1,1,3,7,1,1,3,648,1,1,0,0,1,10,2006,2,3,264561,12.4858271275094
"717",4,1,6,1,1,10,5,2008,3,1,3,1,1017,1,1,1,1,2007,3,1,3,10,1,1,5,812,1,1,52,0,1,4,2009,1,1,310000,12.6443275764613
"724",1,1,5,1,2,5,5,1977,2,1,2,1,1126,1,4,1,1,1126,3,1,2,5,1,1,3,484,1,1,41,0,1,5,2006,1,1,160000,11.982929094216
"521",2,1,8,1,7,7,7,1914,2,1,1,1,880,2,4,2,1,1768,2,1,2,6,1,2,2,320,1,1,341,0,1,10,2006,1,1,163000,12.0015054797889
"754",1,1,12,1,2,5,7,1959,2,1,4,3,0,1,3,1,1,882,3,1,2,5,1,0,1,294,1,1,0,0,2,7,2007,1,1,106500,11.5759002641316
"117",1,1,18,1,1,8,5,2005,1,1,1,1,893,1,1,1,1,1801,3,1,1,8,1,1,3,800,1,1,116,0,1,6,2006,1,1,239900,12.3879774488278
"682",1,1,7,1,2,5,6,1973,2,1,1,1,1176,1,2,1,1,1178,3,1,1,5,1,1,4,439,1,1,0,0,2,11,2008,1,1,157000,11.9640010843304
"414",1,1,18,1,6,7,5,2000,2,1,1,1,384,1,1,1,1,1430,3,1,2,8,1,1,2,400,1,1,0,0,1,12,2007,1,1,170000,12.0435537160324
"753",1,1,3,1,2,5,7,1938,2,2,5,4,920,1,1,1,1,954,2,1,4,5,1,1,3,240,2,1,0,0,2,6,2007,1,1,119750,11.6931615152732
"120",1,1,12,1,2,5,6,1961,2,1,2,1,1050,1,3,1,1,1050,3,1,2,6,1,0,1,368,1,1,319,0,1,1,2006,3,1,136500,11.8240798936072
"767",2,1,9,1,3,6,6,1931,2,1,2,4,884,1,3,1,3,1367,3,1,2,6,1,1,3,560,1,1,0,0,1,11,2007,1,1,127500,11.7558716435806
"132",1,1,1,1,1,7,5,2003,1,1,1,1,798,1,1,1,1,1640,3,1,1,6,1,0,1,595,1,1,45,0,1,6,2008,1,1,183000,12.1172414318236
"526",2,1,8,1,3,6,8,1910,2,2,2,4,485,1,2,1,1,1635,2,1,1,5,1,0,1,255,2,1,0,0,1,6,2006,1,1,117000,11.6699292137799
"386",1,1,1,1,2,6,5,2006,1,1,1,1,1314,1,2,1,1,1314,3,1,1,6,1,1,3,440,1,1,22,0,1,3,2007,1,1,176432,12.0806908119985
"348",2,1,8,1,1,5,6,1880,2,1,5,4,636,1,3,1,3,1750,3,1,3,8,1,0,1,240,2,5,0,0,2,6,2006,1,2,124000,11.7280368445872
"669",1,1,5,1,2,5,6,1968,2,1,2,1,864,1,3,1,1,874,3,1,2,5,1,0,1,288,1,1,0,0,3,11,2009,1,1,130000,11.7752897294377
"56",1,1,10,1,5,5,5,1982,2,1,1,1,858,1,3,1,1,858,2,1,2,5,1,0,1,576,1,1,0,0,1,4,2009,1,1,134900,11.8122890421958
"382",2,1,8,1,2,5,6,1948,2,1,2,1,1559,1,2,1,1,1559,2,1,2,5,4,0,1,812,1,1,116,0,3,6,2007,3,1,153500,11.9414558460094
"613",1,1,13,3,2,5,5,1979,2,1,4,3,0,1,3,1,1,1535,4,2,2,8,1,0,1,400,1,1,0,0,1,6,2009,1,5,118858,11.6856847822605
"74",2,1,8,2,3,6,7,1905,2,1,5,1,482,1,1,2,1,1912,3,2,2,7,1,1,2,672,3,1,25,0,1,4,2008,1,1,163000,12.0015054797889
"307",1,1,12,1,2,7,5,1968,1,1,2,1,2110,1,1,1,1,2110,3,1,3,8,1,2,2,522,1,1,0,0,1,4,2010,1,1,244000,12.4049235042753
"813",1,1,12,1,2,5,5,1950,2,1,4,3,0,1,2,1,1,1048,3,1,2,7,2,0,1,420,1,1,27,0,1,7,2008,1,1,98300,11.4957793061353
"159",1,1,7,3,2,5,5,1973,2,1,2,1,1656,1,3,1,1,1656,4,2,2,8,1,0,1,506,1,1,211,0,1,11,2008,1,1,135000,11.8130300574206
"757",1,1,12,1,2,6,4,1953,2,1,2,1,1505,1,1,1,1,1505,2,1,2,6,1,1,2,505,1,1,0,0,1,2,2009,1,1,149500,11.9150516718129
"77",1,1,18,1,1,6,5,2000,2,1,1,1,953,1,1,1,1,1664,3,1,2,7,1,1,2,460,1,1,40,0,1,1,2006,1,1,172400,12.0575726372117
"706",1,1,17,1,1,7,5,2002,1,1,1,1,817,1,1,1,1,1894,4,1,1,8,1,1,3,510,1,1,40,0,1,2,2010,1,1,214900,12.2779280826306
"491",2,1,8,1,2,5,6,1927,2,1,2,1,1008,1,2,1,3,1028,2,1,2,5,1,1,3,360,1,1,0,0,1,3,2010,1,1,115000,11.6526874073454
"622",1,1,12,1,2,5,8,1965,2,1,2,1,864,1,2,1,1,1200,1,1,1,6,1,0,1,884,1,1,64,0,2,10,2006,1,1,146000,11.8913619006905
"83",4,1,6,5,1,6,5,2000,1,1,1,1,756,1,1,1,1,1525,3,1,1,5,1,1,2,440,1,1,0,0,1,6,2007,1,1,177000,12.083905011556
"777",1,1,18,1,1,6,5,1997,2,1,1,1,926,1,1,1,1,1604,3,1,2,7,1,1,2,470,1,1,36,0,1,7,2008,1,1,181000,12.106252310248
"821",1,1,12,1,2,5,7,1953,1,1,2,1,105,1,2,1,1,910,3,1,1,5,1,0,1,414,1,1,0,0,3,10,2008,1,1,116000,11.6613454700885
"727",1,1,20,1,1,6,5,1988,1,1,1,1,1151,1,3,1,1,2060,4,1,2,8,1,1,2,521,1,1,228,0,1,9,2007,1,1,211000,12.2596134124582
"390",1,1,11,1,1,9,5,2004,1,1,3,1,1462,1,1,1,1,2224,4,1,3,10,1,1,3,738,1,1,0,0,1,6,2009,1,1,350000,12.7656884334656
"143",1,1,12,1,2,4,6,1971,2,1,2,1,858,1,3,1,1,858,2,1,2,4,1,0,1,684,1,1,0,0,1,6,2007,1,1,110000,11.6082356447746
"162",2,1,16,5,1,6,5,2004,1,1,1,1,970,1,1,1,1,1709,3,1,1,7,3,0,1,380,1,1,40,0,1,4,2006,1,1,130000,11.7752897294377
"358",1,1,1,1,2,8,5,2001,1,1,1,1,1753,1,1,1,1,1788,3,1,3,7,1,1,2,522,1,1,151,0,1,6,2009,1,1,236500,12.3737034869141
"118",1,1,1,1,1,7,5,2002,1,1,1,1,831,1,1,1,1,1660,3,1,1,7,1,0,1,493,1,1,68,0,1,7,2009,1,1,195000,12.1807548375459
"380",2,1,9,1,3,4,5,1947,2,1,4,3,0,1,2,2,1,912,2,1,2,3,1,0,1,0,4,3,0,0,1,7,2006,1,1,80500,11.2960124634067
"104",1,1,16,1,3,6,4,1945,2,1,2,4,735,1,3,1,3,1487,3,1,2,7,1,1,3,220,1,1,140,0,2,4,2010,1,1,113000,11.6351430976945
"315",1,1,12,1,1,6,6,1962,2,1,2,1,858,1,1,1,1,1716,4,1,2,8,1,1,3,490,1,1,84,0,1,3,2008,1,1,171000,12.0494188354848
"866",1,1,4,1,1,7,5,1995,1,1,1,1,1203,1,1,1,1,2520,4,1,1,9,1,1,2,721,1,1,114,0,1,6,2007,1,2,290000,12.5776362019627
"560",1,1,12,1,2,6,6,1964,2,1,2,1,1251,1,3,1,1,1251,3,1,2,6,1,2,3,461,1,1,116,0,2,3,2006,1,1,160000,11.982929094216
"772",1,1,19,4,2,8,5,1993,1,1,1,1,1337,1,2,1,1,1337,2,1,1,5,1,1,2,462,1,1,0,0,1,10,2008,1,1,180000,12.1007121298723
"781",1,1,5,1,2,5,5,1984,2,1,2,1,876,1,3,1,1,923,3,1,2,5,1,0,1,264,1,1,0,0,2,10,2008,1,1,119500,11.6910716503537
"240",1,1,3,1,1,7,7,1941,2,1,2,1,704,1,1,1,1,1564,3,1,4,7,1,1,3,234,1,1,0,0,1,7,2009,1,1,174500,12.0696800206246
"616",1,1,16,2,1,5,7,1910,2,1,1,1,1117,1,3,1,1,1347,3,1,2,5,1,0,1,0,4,3,0,0,1,1,2008,1,1,107500,11.5852461265499
"581",1,1,1,1,2,7,5,2004,1,1,1,1,1436,1,1,1,1,1436,3,1,1,8,1,0,1,484,1,1,98,0,1,4,2008,1,1,210000,12.2548628096996
"440",1,1,5,1,2,5,7,1982,2,1,2,1,816,1,3,1,1,816,2,1,2,5,1,0,1,264,1,1,0,0,1,6,2007,1,1,124500,11.7320609948869
"554",1,1,13,1,2,7,7,1990,1,1,1,1,2158,1,2,1,1,2196,3,1,1,7,1,1,2,701,1,1,70,0,1,6,2009,1,1,271900,12.5131896306206
"562",4,1,6,5,1,7,5,2005,1,1,1,1,600,1,1,1,1,1223,2,1,1,4,1,0,1,480,1,1,166,0,1,7,2006,1,1,147400,11.9009052587374
"756",1,1,1,1,2,7,5,2007,1,1,1,1,1208,1,1,1,1,1208,2,1,1,6,1,0,1,628,1,1,54,0,1,9,2007,2,3,195400,12.1828040185908
"207",2,1,8,1,2,5,7,1940,2,2,2,1,788,1,3,1,1,804,2,1,1,4,1,2,3,240,1,1,0,0,2,2,2010,1,2,119000,11.6868787720937
"597",1,1,12,1,2,5,7,1959,2,2,2,1,1063,1,1,1,1,1287,3,1,1,7,1,1,3,576,1,1,17,0,1,3,2010,1,1,162000,11.9953516142145
"328",1,1,3,1,1,6,7,1923,2,2,2,4,602,1,3,1,1,1502,3,1,1,7,1,2,2,180,1,1,0,0,1,8,2007,1,1,165000,12.0137007528827
"771",2,1,14,1,3,6,6,1937,2,1,2,1,780,1,3,1,1,1376,3,1,2,7,1,1,3,198,1,1,0,0,1,6,2006,1,1,119500,11.6910716503537
"689",1,1,10,1,2,5,7,1962,2,2,2,1,999,1,2,1,1,999,3,1,1,6,1,0,1,264,1,1,132,0,1,3,2007,1,1,132500,11.7943379244084
"291",1,1,1,1,2,5,6,1975,2,1,1,1,924,1,3,1,1,924,3,1,2,5,1,0,1,280,1,1,0,0,2,4,2008,1,1,110000,11.6082356447746
"688",1,1,1,1,2,6,5,2003,1,1,1,1,1682,1,1,1,1,1700,3,1,1,7,1,0,1,544,1,1,23,0,1,5,2006,1,1,200000,12.2060726455302
"61",1,1,2,1,2,6,8,1976,2,1,1,1,1262,1,1,1,1,1262,3,1,2,6,1,1,2,460,1,1,0,0,1,5,2007,1,1,181500,12.109010932687
"852",1,1,10,1,2,5,6,1957,2,1,1,1,1392,1,3,1,1,1392,3,1,2,5,5,1,3,528,1,1,0,0,1,5,2010,1,1,121500,11.7076695417627
"846",1,1,10,1,2,4,5,1963,2,1,2,1,1051,1,2,1,1,1382,3,1,2,6,1,1,6,459,1,1,82,0,1,10,2006,1,1,148000,11.9049675527463
"596",1,1,24,1,2,6,5,1930,2,1,1,1,768,1,3,2,1,790,2,1,2,4,1,0,1,160,2,1,141,0,1,4,2008,1,1,91000,11.418614785499
"519",1,1,1,1,2,5,7,1972,2,1,2,1,780,1,1,1,1,780,2,1,2,4,1,0,1,352,1,1,0,0,2,1,2008,1,1,124900,11.7352686961137
"487",1,1,10,1,2,5,5,1968,2,1,2,1,948,1,3,1,1,948,3,1,2,6,1,0,1,300,1,1,0,0,1,5,2007,1,6,108000,11.5898865061064
"417",1,1,20,1,1,5,5,1967,2,1,2,2,1013,1,3,1,1,2126,3,1,2,7,4,0,1,538,1,1,0,0,1,6,2009,1,2,185000,12.1281111040605
"677",2,1,14,1,2,5,2,1920,2,3,5,5,961,1,2,1,5,1077,2,1,2,6,6,0,1,338,6,5,0,0,1,11,2007,1,2,67000,11.1124478983731
"480",1,1,10,1,2,5,7,1918,2,2,2,1,816,1,1,1,1,1416,3,1,1,7,1,0,1,576,1,1,0,0,1,8,2007,1,1,112000,11.6262541502772
"54",1,1,11,1,2,8,5,2006,1,1,1,1,1626,1,1,1,1,1634,3,1,1,7,1,1,3,866,1,1,44,0,1,5,2007,1,1,250000,12.4292161968444
"629",1,1,3,1,1,6,7,1915,2,1,1,1,840,1,1,1,1,1680,4,1,2,8,1,0,1,308,1,1,0,0,1,3,2008,1,1,177000,12.083905011556
"171",1,1,12,1,2,5,7,1956,2,1,2,1,936,1,1,1,1,936,2,1,2,4,1,0,1,308,1,1,0,0,1,5,2010,1,1,129000,11.7675676833438
"840",4,1,6,1,1,8,5,2006,1,1,1,1,1095,1,2,1,1,1939,3,1,1,8,1,1,3,1053,1,1,51,0,1,8,2006,2,3,266000,12.4912515877638
"306",1,1,10,1,2,5,7,1966,2,1,2,1,876,1,3,1,1,904,3,1,2,6,1,0,1,408,1,1,0,0,2,12,2008,1,2,109900,11.6073261403917
"388",1,1,16,1,1,5,8,1948,2,2,2,2,896,1,1,1,1,2008,3,1,3,8,1,0,1,230,1,1,0,0,1,8,2006,1,1,225000,12.3238556811866
"51",2,1,8,1,3,5,5,1930,2,1,2,1,912,1,2,1,3,1248,2,1,2,6,1,0,1,160,2,2,0,0,1,3,2007,1,1,87000,11.3736633976367
"592",1,1,11,1,1,8,5,2004,1,1,3,1,1136,1,1,1,1,2468,4,1,1,10,1,1,3,872,1,1,154,0,1,6,2007,1,1,354000,12.7770521921159
"128",1,1,24,1,3,6,7,1919,2,1,2,1,804,1,1,1,1,2447,4,1,1,10,4,1,3,336,1,1,0,0,1,3,2010,1,1,169000,12.0376539939052
"125",1,1,16,1,2,5,5,2005,2,1,3,2,1090,1,2,1,1,1090,2,1,2,5,1,0,1,450,1,1,49,0,1,6,2007,1,1,157000,11.9640010843304
"812",1,1,5,1,3,6,7,1940,2,1,1,1,983,1,1,1,1,1750,4,1,2,7,5,0,1,423,1,1,0,0,1,7,2008,1,1,160000,11.982929094216
"567",1,1,13,1,1,6,5,1992,1,1,1,1,1055,1,1,1,1,1845,3,1,1,8,1,1,2,462,1,1,104,0,4,5,2010,1,1,189000,12.1495022940418
"749",1,1,19,1,1,8,5,2006,3,1,3,2,1234,1,1,1,1,2576,4,1,3,10,1,1,3,666,1,1,100,0,1,7,2006,2,3,361919,12.7991757088645
"426",1,1,10,1,2,6,8,1963,2,1,2,1,1059,1,3,1,1,1068,3,1,2,6,1,0,1,264,1,1,0,0,2,2,2006,1,1,154500,11.9479493753199
"737",1,1,12,1,2,4,6,1957,2,1,2,1,907,1,1,1,1,907,3,1,2,5,1,0,1,352,1,1,0,0,1,7,2008,1,1,109008,11.5991765530135
"356",2,1,9,1,2,5,6,1930,2,1,2,1,742,1,3,1,3,935,2,1,2,4,1,0,1,308,1,1,0,0,1,8,2008,1,1,79500,11.2835123006424
"525",1,1,19,1,2,9,5,2008,3,1,3,1,2216,1,1,1,1,2234,1,1,3,9,1,1,3,1166,1,1,60,0,1,7,2009,2,3,501837,13.1260306447518
"371",2,1,8,1,1,7,8,1946,2,2,2,1,651,1,2,1,1,1389,3,1,2,6,1,2,3,240,1,1,0,0,1,9,2009,1,1,135000,11.8130300574206
"687",1,1,22,4,2,7,5,2005,1,1,1,1,1145,1,1,1,1,1145,2,1,1,5,1,1,3,397,1,1,16,0,1,9,2009,1,1,160200,11.9841783136164
"614",1,1,9,1,2,4,5,1926,2,2,5,1,600,1,2,1,1,747,1,1,2,5,1,0,1,528,1,1,0,0,1,6,2006,1,1,79900,11.2885311317544
"784",1,1,12,3,1,5,5,1948,2,1,2,1,928,1,2,1,3,1920,4,2,2,10,1,0,1,400,1,2,0,0,1,7,2007,1,1,137000,11.8277362048103
"528",1,1,12,1,3,6,7,1962,2,1,2,1,912,1,3,1,1,1734,3,1,1,7,1,1,3,440,1,1,0,0,4,6,2006,1,1,159000,11.9766594812024
"587",1,1,5,1,2,6,6,1977,2,1,2,1,1196,1,3,1,1,1279,3,1,2,6,1,2,4,473,1,1,83,0,2,2,2008,1,1,171500,12.0523385455881
"731",3,1,14,1,2,3,4,1935,4,1,2,1,894,1,3,1,1,894,2,1,2,6,1,0,1,1248,1,1,20,0,1,8,2008,4,1,81000,11.3022044336546
"863",2,1,5,4,2,6,5,1999,2,1,3,1,1224,1,1,1,1,1224,2,1,2,5,1,0,1,402,1,1,304,0,1,6,2009,1,1,165000,12.0137007528827
"284",1,1,6,1,2,8,5,2005,1,1,3,1,2077,1,1,1,1,2097,1,1,3,8,1,1,5,1134,1,1,267,0,1,1,2006,2,3,423000,12.9551274580284
"198",1,1,16,1,2,3,5,1955,2,1,4,3,0,1,1,1,3,1733,4,1,2,8,4,1,3,452,1,1,0,0,1,6,2009,1,1,139600,11.8465364693104
"785",1,1,7,1,1,6,6,1968,1,1,2,1,702,1,2,1,1,1743,3,1,2,7,1,1,3,539,1,1,0,0,1,6,2007,1,1,175000,12.0725412529057
"7",2,1,9,1,4,7,8,1929,2,1,2,1,832,1,1,1,3,854,2,1,2,5,1,0,1,576,1,1,112,0,4,7,2007,1,1,132000,11.7905572015685
"115",1,1,16,1,1,10,5,2008,3,1,3,1,6110,1,1,1,1,5642,3,1,3,12,1,3,3,1418,1,1,292,480,1,1,2008,2,3,160000,11.982929094216
"718",2,1,9,1,4,5,6,1924,2,1,2,1,784,1,2,1,1,784,2,1,1,5,1,0,1,0,4,3,0,0,1,5,2008,1,1,109500,11.6036798282387
"816",1,1,12,1,2,5,3,1961,2,1,2,1,1235,1,3,1,1,1235,2,1,2,6,1,0,1,480,1,1,0,0,3,12,2006,1,2,98600,11.4988265405907
"11",1,1,6,1,2,7,5,2008,1,1,1,1,1417,1,1,1,1,1428,3,1,3,6,1,0,1,554,1,1,60,0,1,7,2008,2,3,227680,12.3356964133237
"193",1,1,12,1,3,6,5,1950,2,1,2,1,1032,1,3,1,3,1252,3,1,2,6,1,0,1,288,1,1,0,0,1,4,2008,1,2,119000,11.6868787720937
"319",1,1,1,1,2,5,6,1995,2,1,1,1,1099,1,1,1,1,1099,3,1,1,6,1,0,1,352,1,1,0,0,1,6,2008,1,1,144000,11.8775685785581
"401",2,1,8,1,1,5,4,1892,2,1,2,1,994,1,3,2,1,2372,4,2,2,11,4,0,1,432,1,1,287,0,1,12,2009,1,1,107500,11.5852461265499
"235",1,1,1,1,1,6,5,1997,2,2,1,1,824,1,1,1,1,1786,3,1,1,7,1,0,1,684,1,1,162,0,1,5,2007,1,1,204750,12.2295450017153
"164",1,1,18,1,1,7,5,2004,1,1,1,1,840,1,1,1,1,1720,3,1,1,7,1,1,3,440,1,1,48,0,1,5,2007,1,1,183500,12.1199699464768
"173",1,1,7,1,2,7,5,1976,2,1,1,1,1090,1,3,1,1,1370,3,1,2,6,1,1,2,479,1,1,0,0,2,6,2009,1,6,152000,11.9316357998284
"776",1,1,19,4,2,8,5,2001,1,1,3,1,1593,1,1,1,1,1593,0,1,3,5,1,1,3,682,1,1,120,0,1,8,2008,1,1,286000,12.563747089802
"309",1,1,5,1,3,5,5,1993,2,1,1,1,796,1,1,1,1,1362,1,1,2,5,1,0,1,480,1,1,30,0,2,10,2009,1,1,143000,11.870599909242
"439",1,1,11,1,1,7,5,2003,1,1,1,1,998,1,1,1,1,2046,3,1,1,8,1,1,3,871,1,1,62,0,1,8,2008,1,1,284000,12.5567295171433
"335",1,1,12,1,2,6,9,1962,1,2,2,1,1319,1,3,1,1,1537,3,1,1,7,1,1,3,462,1,1,36,0,4,7,2008,3,2,174000,12.0668105781967
"160",1,1,1,1,1,7,5,2006,1,1,1,1,728,1,1,1,1,1456,3,1,1,8,1,1,2,440,1,1,0,0,1,7,2007,2,3,155835,11.9565530341727
"517",2,1,1,4,2,6,5,2004,1,1,1,1,848,1,1,1,1,848,1,1,1,3,1,1,3,420,1,1,0,0,1,1,2008,1,1,149000,11.9117015849276
"788",1,1,16,1,3,6,7,1918,2,1,1,1,1163,1,1,1,1,1674,4,1,2,8,1,1,3,396,1,1,36,0,1,7,2008,1,1,185000,12.1281111040605
"141",1,1,10,1,6,5,6,1958,2,2,2,1,533,1,3,1,1,1601,3,1,2,6,4,0,1,300,1,1,34,0,1,12,2008,1,1,140000,11.8493977015914
"477",1,1,4,1,2,8,6,1995,1,2,1,1,2109,1,1,1,1,2113,2,1,1,7,1,1,2,839,1,1,46,0,1,8,2008,1,1,350000,12.7656884334656
"139",2,1,10,3,3,6,5,1978,2,1,4,3,0,1,3,1,1,1902,4,2,2,8,1,0,1,539,1,1,0,0,1,4,2010,1,1,112000,11.6262541502772
"298",1,1,7,1,2,6,7,1977,1,1,1,1,1602,1,2,1,1,1602,3,1,1,8,1,1,2,529,1,1,0,0,1,6,2009,1,1,215000,12.2783933071098
"838",1,1,1,1,2,6,5,1997,2,1,1,1,1478,1,1,1,1,1493,3,1,1,7,1,1,2,508,1,1,39,0,1,4,2008,1,1,208900,12.2496109475447
"564",2,1,8,1,3,5,6,1941,2,1,2,1,720,1,3,1,1,1382,2,1,2,7,1,0,1,660,1,1,0,0,1,5,2007,1,1,128500,11.7636841833174
"702",1,1,19,4,2,8,5,2000,1,1,1,1,1494,1,1,1,1,1652,2,1,3,6,1,0,1,499,1,1,48,0,1,8,2007,1,1,251000,12.4332082181139
"190",1,1,11,5,1,7,5,2003,1,1,1,1,764,1,1,1,1,1626,2,1,1,6,1,0,1,474,1,1,27,0,1,6,2010,1,1,175500,12.0753943218881
"469",1,1,8,1,3,4,6,1920,4,1,2,1,840,1,1,1,1,1374,2,1,2,6,1,0,1,338,1,1,0,0,1,10,2009,1,1,105000,11.5617156291397
"262",1,1,21,4,1,6,6,1976,2,1,1,1,804,1,3,1,1,1548,3,1,1,7,1,1,2,440,1,1,0,0,1,7,2007,1,1,155000,11.9511803959014
"681",1,1,7,1,1,6,6,1968,2,1,2,1,727,1,1,1,1,1556,4,1,2,8,1,0,1,441,1,1,0,0,1,5,2009,1,1,154000,11.9447078813958
"873",1,1,1,1,1,8,5,2007,1,1,1,1,866,1,1,1,1,1768,3,1,1,7,1,0,1,578,1,1,105,0,1,4,2009,1,1,212000,12.2643415536542
"467",1,1,1,1,2,7,5,2002,1,1,1,1,1654,1,1,1,1,1654,3,1,1,6,1,0,1,900,1,1,136,0,1,2,2006,1,1,230000,12.3458345879053
"858",2,1,8,1,1,7,9,1928,2,5,2,1,689,1,1,1,1,1378,3,1,1,7,1,1,3,360,1,1,0,0,1,10,2008,1,1,161000,11.9891596439666
"277",1,1,20,1,1,6,8,1966,2,1,2,4,832,1,2,1,1,2087,5,1,1,9,1,0,1,444,1,1,168,0,1,7,2007,1,1,187500,12.1415341243926
"18",1,1,22,4,2,7,5,2006,1,1,1,1,1356,1,1,1,1,1500,2,1,1,6,1,1,3,648,1,1,20,0,1,10,2006,2,3,246578,12.4154336524317
"453",1,1,2,4,2,8,5,1993,1,1,1,1,1719,1,1,1,1,1719,1,1,1,6,1,2,3,473,1,1,30,0,1,5,2008,8,1,324000,12.6884987947745
"145",1,1,12,3,2,5,4,1964,2,1,2,1,1728,1,3,1,1,1728,6,2,2,10,1,0,1,352,1,1,0,0,1,11,2007,1,1,119000,11.6868787720937
"351",1,1,21,4,2,6,6,1977,2,1,1,1,1069,1,3,1,1,1069,2,1,2,4,1,0,1,440,1,1,55,0,1,10,2008,3,2,140000,11.8493977015914
"331",1,1,12,3,2,3,4,1950,2,1,4,3,0,1,2,2,2,1040,2,2,2,6,1,0,1,400,1,1,0,0,1,7,2006,1,1,93500,11.4457167152768
"765",2,1,8,1,1,6,4,1880,2,1,2,1,1008,2,3,1,1,2210,5,1,4,8,1,0,1,205,2,1,48,0,1,5,2007,1,1,117500,11.6741936125664
"3",1,1,17,1,2,9,5,2006,3,1,3,1,1838,1,1,1,1,1838,2,1,3,8,1,1,3,765,1,1,68,0,1,3,2009,1,1,315000,12.6603279178078
"372",1,1,7,1,2,7,7,1984,1,1,1,1,1208,1,1,1,1,1621,3,1,1,8,1,0,1,440,1,1,45,0,1,5,2006,1,1,202500,12.2184951655287
"789",1,1,7,1,2,6,6,1974,2,1,2,1,1040,1,4,1,1,1309,3,1,1,5,1,1,4,484,1,1,0,648,4,1,2006,1,1,181000,12.106252310248
