"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"79",60,1,12224,1,1,2,1,1,3,1,18,1,1,1,1,6,5,2000,2000,1,1,1,1,1,1,1,1,1,1,1,1,695,1,0,297,992,1,1,1,1,1022,1032,0,2054,1,0,2,1,3,1,1,7,1,1,2,3,1,2,390,1,1,1,24,48,0,0,0,0,1,1,1,0,7,2009,1,1,244000
"80",85,1,9069,1,1,1,1,1,1,1,13,1,1,1,5,6,6,1992,1992,1,1,4,4,2,2,1,1,1,1,4,1,747,1,0,189,936,1,1,1,1,996,0,0,996,1,0,1,0,2,1,1,5,1,0,1,1,2,2,564,1,1,1,120,0,0,0,0,0,1,1,1,0,4,2010,1,1,147000
"81",80,1,19690,1,1,2,1,1,4,1,16,1,1,1,6,6,7,1966,1966,5,6,8,5,2,1,2,2,1,1,4,3,0,1,0,697,697,1,3,1,1,1575,626,0,2201,0,0,2,0,4,1,1,8,1,1,3,1,2,2,432,3,4,1,586,236,0,0,0,738,4,4,1,0,8,2006,1,5,274970
"82",20,1,7094,1,1,2,1,1,1,1,10,1,1,1,2,5,5,1966,1966,1,1,1,1,2,2,1,2,2,1,1,4,180,6,374,340,894,1,3,1,1,894,0,0,894,0,0,1,0,3,1,2,5,1,0,1,2,1,1,384,1,1,1,0,0,0,0,0,0,1,2,1,0,5,2007,1,1,125000
"83",160,4,2117,1,1,1,1,1,1,1,6,1,1,5,1,6,5,2000,2000,1,1,2,2,1,1,1,1,1,1,1,1,436,1,0,320,756,1,1,1,1,769,756,0,1525,0,0,2,1,3,1,1,5,1,1,2,2,2,2,440,1,1,1,0,0,0,0,0,0,1,1,1,0,6,2007,1,1,177000
"84",20,2,6000,1,1,1,1,1,1,1,8,1,1,1,2,5,6,1957,1957,2,1,5,8,2,2,1,2,2,1,1,4,308,1,0,620,928,1,2,1,3,928,0,0,928,0,0,1,0,3,1,2,5,1,0,1,1,3,1,288,1,1,1,0,0,0,0,0,0,1,1,1,0,6,2008,1,1,112500
"85",60,1,8461,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2005,2006,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,1,8,1,1,3,1,3,2,390,1,1,1,0,24,0,0,0,0,1,1,1,0,7,2006,2,3,163990
"86",20,1,12220,1,1,1,1,1,1,1,11,1,1,1,2,10,5,2009,2009,2,1,7,7,1,3,1,2,3,1,1,1,1436,1,0,570,2006,1,1,1,1,2020,0,0,2020,1,0,2,1,3,1,3,9,1,1,3,1,3,3,900,1,1,1,156,54,0,0,0,0,1,1,1,0,9,2009,2,3,402861
"87",90,1,12640,1,1,2,1,1,1,1,5,1,1,3,2,6,5,1976,1976,1,1,8,5,2,2,1,2,2,1,2,4,936,6,396,396,1728,1,3,1,1,1728,0,0,1728,0,0,2,0,4,2,2,8,1,0,1,1,2,2,574,1,1,1,40,0,0,0,0,0,1,1,1,0,7,2006,1,1,150900
"88",20,1,12118,1,1,2,1,1,4,1,5,1,1,1,2,7,5,2004,2005,2,1,1,1,3,1,1,1,3,1,3,3,0,1,0,1710,1710,1,1,1,1,1710,0,0,1710,0,0,2,0,3,1,1,7,1,1,3,1,3,2,550,1,1,1,100,48,0,0,180,0,1,1,1,0,4,2009,1,1,240000
"89",60,1,29959,1,1,3,1,1,2,1,4,1,1,1,1,7,6,1994,1994,1,1,4,4,2,1,1,1,1,1,1,1,595,1,0,378,973,1,1,1,1,979,871,0,1850,0,0,2,1,3,1,1,7,1,1,3,3,3,2,467,1,1,1,168,98,0,0,0,0,1,1,1,0,1,2009,1,1,248000
"90",60,1,8400,1,1,1,1,1,1,1,13,1,1,1,1,6,6,1980,1981,1,1,4,4,1,2,1,2,1,1,1,3,0,1,0,650,650,1,3,1,1,888,676,0,1564,0,0,2,1,3,1,2,7,1,1,2,1,2,2,476,1,1,1,0,50,0,0,204,0,1,2,1,0,4,2010,1,1,171000
"91",20,1,14331,1,1,1,1,1,1,1,17,1,1,1,2,8,5,2002,2002,2,1,1,1,1,1,1,1,3,1,2,1,1274,1,0,526,1800,1,1,1,1,1800,0,0,1800,1,0,2,0,3,1,1,7,1,1,3,1,3,3,765,1,1,1,270,78,0,0,0,0,1,1,1,0,5,2006,1,1,312500
"92",60,1,10852,1,1,2,1,1,1,1,18,7,1,1,1,6,5,2000,2000,1,1,1,1,2,2,1,1,1,1,1,1,786,1,0,173,959,1,1,1,1,959,712,0,1671,1,0,2,1,3,1,2,7,1,1,2,1,3,2,472,1,1,1,0,38,0,0,0,0,1,1,1,0,2,2006,1,1,173000
"93",190,1,11625,1,1,1,1,1,1,1,10,1,1,2,2,5,4,1965,1965,2,1,8,4,2,2,1,1,2,1,3,5,841,1,0,198,1039,1,1,1,1,1039,0,0,1039,1,0,1,1,3,1,2,6,1,0,1,1,2,2,504,1,1,1,0,0,0,0,0,0,1,1,1,0,4,2010,1,1,131500
"94",80,1,11333,1,1,2,1,1,3,1,5,1,1,1,6,6,5,1976,1976,1,1,4,4,2,2,1,1,1,1,4,2,539,1,0,490,1029,1,3,1,1,1062,0,0,1062,1,0,1,0,3,1,2,5,1,2,2,1,1,2,539,1,1,1,120,0,0,0,0,0,1,1,1,0,5,2007,1,1,146800
"95",90,1,9825,1,1,1,1,1,1,1,16,1,1,3,2,5,5,1965,1965,2,1,12,13,2,2,1,2,4,3,5,6,0,3,0,0,0,1,3,2,1,1664,0,0,1664,0,0,2,0,4,2,2,8,1,0,1,5,4,0,0,4,3,1,0,0,0,0,0,0,1,1,1,0,5,2010,1,1,100000
"96",30,1,9098,1,1,2,1,1,1,1,16,1,1,1,2,4,7,1920,2002,1,1,3,6,2,2,1,3,2,1,3,2,348,1,0,180,528,1,1,1,1,605,0,0,605,1,0,1,0,2,1,2,5,1,0,1,5,4,0,0,4,3,2,0,0,144,0,0,0,1,1,1,0,7,2007,1,1,86000
"97",80,1,10192,1,1,2,1,1,1,1,7,1,1,1,6,7,6,1968,1992,1,1,2,2,1,2,1,2,2,1,1,3,0,1,0,570,570,1,2,1,1,1222,698,0,1920,0,0,3,0,4,1,1,8,1,1,2,1,1,2,487,1,1,1,0,98,0,0,0,0,1,4,1,0,9,2006,1,1,170000
"98",20,1,10140,1,1,1,1,1,1,1,7,7,1,1,2,7,5,1998,1999,2,1,1,1,2,1,1,1,3,1,1,7,144,7,1127,379,1650,1,1,1,1,1680,0,0,1680,1,0,2,0,3,1,1,7,3,1,2,1,3,2,583,1,1,1,78,73,0,0,0,0,1,1,1,0,6,2009,1,1,213250
"99",20,1,6600,1,1,1,1,1,1,1,5,1,1,1,2,5,9,1982,2008,1,1,1,1,2,1,2,2,2,1,1,2,641,1,0,175,816,1,1,1,1,816,0,0,816,0,1,1,0,3,1,1,5,1,1,5,1,2,1,264,1,1,1,0,0,0,0,0,0,1,2,1,0,10,2008,1,1,130500
"100",20,1,8926,1,1,2,1,1,3,1,16,1,1,1,2,4,3,1956,1956,1,1,9,10,2,2,1,2,2,1,1,3,0,1,0,672,672,1,1,1,3,960,0,0,960,0,0,1,0,3,1,2,5,1,0,1,6,2,1,288,1,1,1,64,0,0,0,160,0,1,2,1,0,10,2009,3,2,112000
"101",85,1,9101,1,1,2,1,1,3,1,5,1,1,1,5,5,6,1978,1978,1,1,8,5,1,2,2,1,1,1,4,1,1097,1,0,0,1097,1,1,1,1,1110,0,0,1110,1,0,1,0,1,1,1,4,1,1,2,1,3,2,602,1,1,1,303,30,0,0,0,0,1,1,1,0,7,2009,1,1,165500
"102",75,2,22950,1,1,3,1,1,1,1,8,4,1,1,8,10,9,1892,1993,1,2,3,6,2,1,2,3,2,1,3,3,0,1,0,1107,1107,1,1,1,1,1518,1518,572,3608,0,0,2,1,4,1,3,12,1,2,2,2,2,3,840,5,1,1,0,260,0,0,410,0,1,4,1,0,6,2006,1,1,475000
"103",60,1,12936,1,1,2,1,1,4,1,7,1,1,1,1,6,6,1972,1972,1,1,4,5,2,2,1,2,2,2,1,5,593,1,0,130,723,1,3,1,1,735,660,0,1395,0,1,1,1,3,1,2,6,1,1,2,1,2,2,497,1,1,1,294,116,0,0,0,0,1,1,1,0,12,2009,1,1,162000
"104",50,1,8741,1,1,1,1,1,1,1,16,1,1,1,3,6,4,1945,1950,1,1,1,1,2,2,1,2,2,4,1,7,94,1,0,641,735,1,3,1,3,798,689,0,1487,0,0,1,1,3,1,2,7,1,1,3,2,2,1,220,1,1,1,0,140,0,0,0,0,1,2,1,0,4,2010,1,1,113000
"105",60,1,10480,1,1,1,1,1,1,1,7,1,1,1,1,7,6,1976,1976,2,1,8,5,1,2,1,2,2,1,1,2,403,1,0,400,803,1,3,1,1,1098,866,0,1964,0,0,2,1,4,1,2,8,1,1,3,1,1,2,483,1,1,1,0,69,0,0,0,0,1,1,1,0,9,2008,1,1,205000
"106",90,1,8944,1,1,1,1,1,1,1,12,1,1,3,2,5,5,1967,1967,1,1,8,5,2,2,1,2,2,1,1,3,0,1,0,1584,1584,1,3,1,1,1584,0,0,1584,0,0,2,0,4,2,2,8,5,0,1,2,2,3,792,1,1,1,0,152,0,0,0,0,1,1,1,0,4,2009,1,1,124000
"107",20,1,10656,1,1,2,4,1,1,1,17,1,1,1,2,8,5,2006,2007,1,1,1,1,3,1,1,1,1,1,4,3,0,1,0,1638,1638,1,1,1,1,1646,0,0,1646,0,0,2,0,3,1,1,6,1,1,3,1,1,3,870,1,1,1,192,80,0,0,0,0,1,1,1,0,11,2007,2,3,248900
"108",50,1,9144,1,3,1,1,1,1,1,9,1,1,1,3,5,5,1940,1982,1,1,2,2,2,2,1,2,2,1,1,4,399,1,0,484,883,1,2,1,1,988,517,0,1505,1,0,1,0,3,1,2,8,1,0,1,2,2,1,240,1,1,2,0,0,0,0,0,0,1,1,1,0,7,2008,1,1,145000
"109",60,1,53504,1,1,3,4,1,4,2,19,1,1,1,1,8,5,2003,2003,2,1,7,3,1,3,1,1,1,1,2,2,1416,1,0,234,1650,1,1,1,1,1690,1589,0,3279,1,0,3,1,4,1,3,12,5,1,3,3,3,3,841,1,1,1,503,36,0,0,210,0,1,1,1,0,6,2010,1,1,538000
"110",160,2,3363,1,1,1,1,1,1,1,16,1,1,4,1,7,5,2004,2004,1,1,1,1,3,1,1,1,1,1,1,3,0,1,0,976,976,1,1,1,1,976,732,0,1708,0,0,2,0,3,1,1,7,3,0,1,2,2,2,380,1,1,1,0,40,0,0,0,0,1,1,1,0,4,2006,1,1,130000
"111",75,1,8400,1,1,1,2,1,1,2,24,1,1,1,8,5,8,1939,1997,1,1,3,6,2,2,1,1,2,1,1,7,378,1,0,342,720,1,1,1,1,1052,720,420,2192,0,0,2,1,4,1,1,8,1,1,3,2,2,1,240,1,1,1,262,24,0,0,0,0,1,1,1,0,7,2008,1,1,179500
"112",20,1,27650,1,1,3,4,1,1,2,12,8,1,1,2,7,7,1960,2007,5,6,3,6,2,2,1,2,1,1,2,1,425,1,0,160,585,1,1,1,1,2069,0,0,2069,1,0,2,0,4,1,1,9,1,1,3,1,1,2,505,1,1,1,0,0,0,0,0,0,1,1,1,0,11,2008,1,1,242000
"113",120,1,3684,1,1,1,1,1,1,1,22,1,1,4,2,7,5,2007,2007,2,1,1,1,1,1,1,1,1,1,1,3,0,1,0,1373,1373,1,1,1,1,1555,0,0,1555,0,0,2,0,2,1,1,7,1,1,2,1,3,3,660,1,1,1,143,20,0,0,0,0,1,1,1,0,6,2009,1,1,174000
"114",20,4,8640,1,1,1,1,1,1,1,6,1,1,1,2,8,5,2009,2009,1,1,7,7,3,1,1,1,1,1,3,1,936,1,0,364,1300,1,1,1,1,1314,0,0,1314,1,0,2,0,3,1,1,6,1,0,1,1,1,2,552,1,1,1,135,112,0,0,0,0,1,1,1,0,9,2009,2,3,229456
"115",60,1,63887,1,1,4,2,1,3,1,16,2,1,1,1,10,5,2008,2008,2,8,10,9,3,3,1,1,3,1,2,1,5644,1,0,466,6110,1,1,1,1,4692,950,0,5642,2,0,2,1,3,1,3,12,1,3,3,1,3,2,1418,1,1,1,214,292,0,0,0,480,4,1,1,0,1,2008,2,3,160000
"116",20,1,7150,1,1,1,1,1,1,1,12,1,1,1,2,5,5,1967,1967,1,1,4,4,1,2,1,2,2,1,1,5,432,1,0,460,892,1,3,1,1,892,0,0,892,0,0,1,0,3,1,2,5,1,0,1,1,1,1,288,1,1,1,0,0,0,0,0,0,1,3,1,0,7,2009,1,1,100000
"117",60,1,10463,1,1,2,4,1,4,1,18,1,1,1,1,8,5,2005,2005,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,893,893,1,1,1,1,901,900,0,1801,0,0,2,1,3,1,1,8,1,1,3,1,3,3,800,1,1,1,0,116,0,0,0,0,1,1,1,0,6,2006,1,1,239900
"118",60,1,8935,1,1,2,1,1,1,1,1,1,1,1,1,7,5,2002,2002,1,1,1,1,1,1,1,1,1,1,1,3,0,1,0,831,831,1,1,1,1,831,829,0,1660,0,0,2,1,3,1,1,7,1,0,1,1,1,2,493,1,1,1,144,68,0,0,0,0,1,1,1,0,7,2009,1,1,195000
"119",50,2,9000,1,1,1,2,1,1,1,14,1,1,1,3,6,6,1937,1950,1,1,3,6,2,2,2,1,2,1,1,3,0,1,0,780,780,1,3,1,1,780,595,0,1375,0,0,1,1,3,1,1,6,1,1,3,2,2,1,544,1,1,3,0,162,0,0,126,0,1,1,1,0,12,2007,1,1,141000
"120",20,1,10659,1,1,2,1,1,1,1,12,1,1,1,2,5,6,1961,1961,2,1,3,6,2,2,1,2,2,1,1,4,915,1,0,135,1050,1,3,1,1,1050,0,0,1050,1,0,1,0,3,1,2,6,1,0,1,1,2,1,368,1,1,1,0,319,0,0,0,0,1,1,1,0,1,2006,3,1,136500
"121",20,1,9000,1,1,1,1,1,2,1,12,1,1,1,2,4,6,1971,1971,1,1,4,4,2,2,1,1,2,1,1,2,616,1,0,248,864,1,3,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,1,2,2,2,528,1,1,1,0,0,0,0,0,0,1,3,1,0,5,2007,1,1,120500
"122",20,1,9286,1,1,2,1,1,4,2,1,1,1,1,2,5,7,1977,1989,1,1,4,5,2,2,1,2,1,2,4,2,196,1,0,1072,1268,1,3,1,1,1268,0,0,1268,0,0,1,1,3,1,1,5,1,0,1,2,2,1,252,1,1,1,173,0,0,0,0,0,1,1,1,0,10,2009,1,1,143500
"123",20,1,13072,1,1,1,1,1,1,1,13,5,1,1,2,6,5,2005,2005,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,1141,1141,1,1,1,1,1141,0,0,1141,0,0,1,1,3,1,2,6,1,0,1,2,2,2,484,1,1,1,0,0,0,0,0,0,1,1,1,0,3,2006,1,2,142500
"124",20,1,15523,1,1,2,1,1,4,1,1,1,1,1,2,5,6,1972,1972,1,1,4,5,2,2,1,2,2,1,4,5,460,1,0,404,864,1,1,1,1,864,0,0,864,1,0,1,0,3,1,2,5,1,1,4,1,2,1,338,1,1,1,0,0,0,0,0,0,1,1,1,0,8,2009,1,1,133500
"125",20,1,7024,1,1,1,1,1,1,1,16,1,1,1,2,5,5,2005,2006,1,1,1,1,2,2,1,1,3,2,1,2,980,1,0,110,1090,1,2,1,1,1090,0,0,1090,1,0,1,1,2,1,2,5,1,0,1,1,3,2,450,1,1,1,0,49,0,0,0,0,1,1,1,0,6,2007,1,1,157000
"126",30,1,8777,1,1,1,1,1,1,1,16,2,1,1,2,5,7,1910,1950,1,1,2,6,2,2,1,2,5,1,1,3,0,1,0,796,796,1,2,1,3,796,0,0,796,0,0,1,0,2,1,2,4,1,0,1,5,4,0,0,4,3,3,328,0,164,0,0,0,1,2,1,0,5,2008,1,1,85000
"127",50,1,8400,1,1,1,2,1,1,1,24,1,1,1,3,6,5,1925,1950,1,1,2,2,2,2,1,1,2,1,1,4,423,1,0,758,1181,1,4,1,1,1390,304,0,1694,0,0,2,0,4,1,2,7,1,1,3,2,2,2,576,1,1,1,342,0,128,0,0,0,1,1,1,0,6,2008,1,1,136500
"128",50,1,9638,1,1,1,1,1,1,1,24,2,1,1,3,6,7,1919,1990,1,1,3,3,2,2,1,1,2,1,1,3,0,1,0,804,804,1,1,1,1,1699,748,0,2447,0,0,2,0,4,1,1,10,4,1,3,2,2,1,336,1,1,1,272,0,42,0,116,0,1,1,1,0,3,2010,1,1,169000
"129",90,1,18890,1,1,2,1,1,1,1,10,2,8,3,3,5,5,1977,1977,6,1,8,5,2,2,1,2,1,1,1,1,498,5,211,652,1361,1,1,1,1,1361,1259,0,2620,0,0,2,2,4,2,2,12,1,1,2,3,1,2,600,1,1,2,155,24,145,0,0,0,1,1,3,8300,8,2007,1,1,190000
"130",50,1,15660,1,1,2,1,1,3,1,3,1,1,1,3,7,9,1939,2006,1,1,1,1,1,1,2,2,2,1,1,5,341,1,0,457,798,1,1,1,1,1137,817,0,1954,0,1,1,1,3,1,1,8,1,2,2,1,2,2,431,1,1,1,0,119,150,0,0,0,1,1,1,0,5,2008,1,1,311500
"131",70,1,9480,1,1,1,1,1,1,1,12,4,1,1,1,5,7,1942,1995,1,1,2,2,3,2,1,2,2,1,1,7,386,1,0,342,728,1,1,1,1,888,756,0,1644,0,0,1,1,3,1,1,7,1,2,3,1,2,1,312,1,1,1,168,0,0,0,0,0,1,1,1,0,6,2007,1,1,146500
"132",60,1,7226,1,1,2,1,1,4,1,1,1,1,1,1,7,5,2003,2003,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,798,798,1,1,1,1,798,842,0,1640,0,0,2,1,3,1,1,6,1,0,1,1,1,2,595,1,1,1,0,45,0,0,0,0,1,1,1,0,6,2008,1,1,183000
"133",50,1,10410,1,2,1,1,1,3,1,8,4,1,1,3,3,4,1915,1950,1,1,3,6,2,2,1,1,2,1,1,3,0,1,0,672,672,1,3,1,1,694,520,0,1214,0,0,1,0,3,1,2,6,1,0,1,2,2,3,936,1,1,1,216,0,160,0,0,0,1,2,1,0,1,2006,1,6,105000
"134",20,1,7200,1,1,1,1,1,1,1,12,1,1,1,2,5,7,1950,1950,1,1,2,2,2,2,1,2,2,1,1,5,534,5,96,246,876,1,3,1,1,988,0,0,988,0,0,1,0,3,1,2,6,1,0,1,1,2,1,276,1,1,1,0,80,0,0,0,0,1,1,1,0,5,2007,1,1,119000
"135",20,1,14450,1,1,1,1,1,1,1,11,1,1,1,2,9,5,2006,2007,1,1,7,7,1,3,1,1,3,1,2,3,0,1,0,2121,2121,1,1,1,1,2121,0,0,2121,0,0,2,1,3,1,3,8,1,1,5,1,3,3,732,1,1,1,124,98,0,0,142,0,1,1,1,0,5,2007,2,3,415298
"136",50,2,6240,1,1,1,1,1,1,1,9,1,1,1,3,6,6,1934,1950,1,1,3,6,2,2,1,1,2,1,1,3,0,1,0,816,816,1,3,1,1,816,0,360,1176,0,0,1,0,3,1,2,6,1,1,3,2,2,2,528,1,1,1,112,0,0,0,0,0,1,2,2,400,9,2006,1,1,114500
"137",20,1,12137,1,1,3,1,1,4,1,1,1,1,1,2,7,5,1998,1998,1,1,1,1,1,2,1,1,1,1,1,3,0,1,0,1649,1649,1,1,1,1,1661,0,0,1661,0,0,2,0,3,1,1,6,1,0,1,1,1,2,598,1,1,1,0,34,0,0,0,0,1,1,1,0,5,2010,1,1,224900
"138",120,1,8012,1,1,1,1,1,1,1,13,1,1,4,2,6,5,1980,1980,1,1,8,5,2,2,1,2,1,1,1,5,543,2,119,261,923,1,3,1,1,923,0,0,923,0,0,2,0,2,1,2,5,1,1,2,1,1,1,264,1,1,1,80,0,0,0,0,0,1,1,1,0,5,2010,1,1,143000
"139",90,2,8930,1,1,1,1,1,1,1,10,5,1,3,3,6,5,1978,1978,1,1,1,1,2,2,1,5,4,3,5,6,0,3,0,0,0,1,3,1,1,1318,584,0,1902,0,0,2,0,4,2,2,8,1,0,1,1,2,2,539,1,1,1,0,0,0,0,0,0,1,1,1,0,4,2010,1,1,112000
"140",20,1,13695,1,1,1,1,1,1,1,13,5,1,1,2,6,5,2003,2004,1,1,1,1,2,2,1,1,1,1,1,1,814,1,0,300,1114,1,1,1,1,1114,0,0,1114,1,0,1,0,3,1,1,6,1,0,1,2,2,2,576,1,1,1,0,78,0,0,0,0,1,1,1,0,7,2008,1,1,155000
"141",80,1,13825,1,1,1,1,1,1,1,10,1,1,1,6,5,6,1958,1987,1,1,2,2,2,2,2,2,2,1,1,3,0,1,0,533,533,1,3,1,1,1021,580,0,1601,0,1,1,0,3,1,2,6,4,0,1,3,1,1,300,1,1,1,280,34,0,0,0,0,1,1,1,0,12,2008,1,1,140000
"142",50,2,5700,1,1,1,1,1,1,1,8,1,1,1,3,7,7,1926,1950,1,1,3,6,2,2,1,1,2,1,1,3,0,1,0,572,572,1,3,1,1,572,539,0,1111,0,0,1,0,2,1,2,5,1,1,3,2,2,1,288,1,1,1,0,0,176,0,0,0,1,1,1,0,8,2008,1,1,116900
"143",20,1,7340,1,1,2,1,1,1,1,12,1,1,1,2,4,6,1971,1971,1,1,4,4,2,2,1,2,2,1,1,2,322,1,0,536,858,1,3,1,1,858,0,0,858,0,0,1,0,2,1,2,4,1,0,1,2,2,1,684,1,1,1,0,0,0,0,0,0,1,1,1,0,6,2007,1,1,110000
"144",160,2,1680,1,1,1,1,1,1,1,23,1,1,5,1,6,7,1972,1972,1,1,4,4,1,2,1,2,2,1,1,5,317,1,0,355,672,1,2,1,1,672,546,0,1218,0,1,1,1,3,1,2,7,1,0,1,2,2,1,264,1,1,1,0,28,0,0,0,0,1,1,1,0,5,2006,1,1,118000
"145",90,1,10624,1,1,2,1,1,1,1,12,1,1,3,2,5,4,1964,1964,1,1,4,4,1,2,1,2,2,1,1,1,40,5,264,1424,1728,1,3,1,1,1728,0,0,1728,0,1,2,0,6,2,2,10,1,0,1,2,2,1,352,1,1,1,155,0,0,0,0,0,1,1,1,0,11,2007,1,1,119000
"146",75,2,7200,1,1,1,1,1,1,1,14,1,1,1,7,5,7,1920,1996,1,1,2,2,2,2,1,3,2,4,1,3,0,1,0,530,530,1,3,2,1,581,530,0,1111,0,0,1,0,3,1,4,6,1,0,1,2,2,1,288,1,1,2,0,0,144,0,0,0,1,1,1,0,3,2007,1,1,101000
"147",70,2,9600,1,2,1,1,1,1,1,8,1,1,1,1,5,7,1910,2002,1,1,3,3,2,2,2,3,5,4,1,3,0,1,0,264,264,1,1,1,1,768,664,0,1432,0,0,2,0,2,1,2,7,1,0,1,2,2,2,360,1,4,1,270,0,112,0,0,0,1,4,1,0,5,2007,1,2,132000
"148",120,1,3182,1,1,1,1,1,1,1,22,1,1,4,2,8,5,2004,2005,1,1,1,1,1,1,1,1,1,1,1,1,24,1,0,1232,1256,1,1,1,1,1269,0,0,1269,0,0,2,0,2,1,1,6,1,1,2,1,3,2,430,1,1,1,146,20,0,0,144,0,1,1,1,0,4,2010,1,1,192000
"149",60,4,8004,1,1,2,1,1,1,1,6,7,1,1,1,8,5,2009,2009,1,1,1,1,3,1,1,1,1,1,1,1,544,1,0,288,832,1,1,1,1,832,1103,0,1935,1,0,2,1,3,1,2,8,1,0,1,3,3,2,552,1,1,1,0,150,0,0,0,0,1,1,1,0,12,2009,2,3,263435
"150",20,1,10402,1,1,2,1,1,3,1,1,1,1,1,2,7,5,2009,2009,1,1,1,1,2,2,1,1,1,1,1,3,0,1,0,1226,1226,1,1,1,1,1226,0,0,1226,0,0,2,0,3,1,1,6,1,0,1,1,1,3,740,1,1,1,0,36,0,0,0,0,1,1,1,0,5,2010,1,1,198900
"151",20,1,7500,1,1,1,1,1,3,1,10,2,1,1,2,5,5,1963,1963,1,1,4,4,2,2,1,2,2,1,1,2,824,1,0,216,1040,1,4,1,1,1040,0,0,1040,1,0,1,1,3,1,2,5,1,0,1,1,3,1,308,1,1,1,0,0,220,0,0,0,1,2,1,0,6,2010,1,1,133000
"152",50,1,6435,1,1,1,1,1,1,1,9,7,1,1,3,6,5,1939,1950,1,1,2,2,2,2,1,3,2,1,1,3,0,1,0,972,972,1,2,1,1,972,605,0,1577,0,0,1,0,3,1,4,6,1,1,3,2,2,1,312,1,1,1,0,0,0,0,0,0,1,1,1,0,10,2006,1,1,140200
"153",20,2,12000,1,1,1,1,1,1,1,8,1,1,1,2,5,7,1948,2005,1,1,2,2,2,2,1,2,2,1,1,1,144,4,608,172,924,1,1,1,1,1122,0,0,1122,1,0,1,0,2,1,1,6,1,0,1,1,2,2,528,1,1,1,0,36,0,0,0,0,1,3,1,0,5,2008,1,1,147000
"154",60,1,12376,1,1,1,1,1,3,1,13,1,1,1,1,7,5,1990,1990,2,1,8,5,2,2,1,1,1,1,3,1,1470,1,0,203,1673,1,2,1,1,1699,1523,0,3222,1,0,3,0,5,1,1,11,1,2,2,1,2,3,594,1,1,1,367,0,0,0,0,0,1,1,1,0,5,2010,1,1,320000
"155",20,1,8400,1,1,1,1,1,1,1,12,1,1,1,2,6,3,1957,1957,2,1,5,8,2,2,1,2,2,1,1,2,189,5,661,628,1478,1,2,1,1,1478,0,0,1478,1,0,1,1,3,1,2,6,1,2,3,1,1,2,442,1,1,1,114,0,0,0,216,0,1,1,1,0,6,2009,1,1,156500
"156",60,1,7875,1,1,1,1,1,1,1,18,1,1,1,1,7,5,2003,2003,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,783,783,1,1,1,1,807,702,0,1509,0,0,2,1,3,1,1,8,1,1,3,1,3,2,393,1,1,1,0,75,0,0,0,0,1,1,1,0,7,2006,1,1,180000
"157",60,1,23257,1,1,4,4,1,4,1,18,1,1,1,1,7,5,2006,2006,1,1,1,1,2,1,1,1,3,2,1,3,0,1,0,868,868,1,1,1,1,887,1134,0,2021,0,0,2,1,3,1,1,9,1,1,3,3,1,2,422,1,1,1,0,100,0,0,0,0,1,1,1,0,9,2006,2,3,274725
"158",60,1,16259,1,1,1,1,1,3,1,11,1,1,1,1,9,5,2006,2006,1,1,1,1,3,2,1,1,3,2,4,3,0,1,0,1249,1249,1,1,1,1,1249,1347,0,2596,0,0,3,1,4,1,1,9,1,0,1,1,1,3,840,1,1,1,240,154,0,0,0,0,1,1,1,0,9,2006,2,3,342643
"159",90,1,9246,1,1,2,1,1,1,1,7,2,1,3,2,5,5,1973,1973,1,1,8,5,1,2,1,2,2,1,1,3,0,1,0,1656,1656,1,3,1,1,1656,0,0,1656,0,0,2,0,4,2,2,8,1,0,1,2,2,2,506,1,1,1,0,211,0,0,0,0,1,1,1,0,11,2008,1,1,135000
"160",60,1,11103,1,1,2,1,1,3,1,1,1,1,1,1,7,5,2006,2006,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,1,8,1,1,2,1,3,2,440,1,1,1,0,0,0,0,0,0,1,1,1,0,7,2007,2,3,155835
